WATER QUALITY DATA 2013 | CPCB ENVIS ,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
WATER QUALITY OF RIVER BEAS - 2013,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
STATION CODE,LOCATIONS,STATE,TEMPERATURE ºC,D.O. (mg/l),pH,CONDUCTIVITY (µmhos/cm),B.O.D. (mg/l),NITRATE- N+ NITRITE-N (mg/l),FECAL COLIFORM (MPN/100ml),TOTAL COLIFORM (MPN/100ml),,,,,,,,,,,,,,,,
2414,ROURKELA FDS AT BIRITOLA,ORISSA,22,39,29.8,5.9,11.7,8,7,8.5,7.8,109,288,191,1.1,3.9,2.5,0.216,5.03,3,130,17000,2622,130,24000,5971
1039,"BRAHMANI AT BONAIGARH, ORISSA",ORISSA,21,37,29,0.8,8.9,7.1,7.1,8.4,7.9,107,263,190,0.4,2.3,1.4,2.189,3,2.56,45,22000,3412,110,54000,7537
1040,"BRAHMANI AT RENGALI, ORISSA",ORISSA,24,39,30.1,6.6,8.9,8,7.4,8.3,8,107,187,148,0.4,2.6,1,1.419,2.03,1.56,45,1100,275,45,7900,1163
1041,"BRAHMANI AT SAMAL, ORISSA",ORISSA,24,38,30,5.9,9.9,7.8,7.6,8.4,7.9,106,292,147,0.5,2,1.3,0.868,1.06,1,45,7900,1768,110,22000,3162
1303,"BRAHMANI AT TALCHER U/S, ORISSA",ORISSA,22,36,29.5,6.4,8.7,7.3,7.4,8.2,7.8,116,222,150,0.7,2.6,1.4,0.315,3.77,2,780,4900,1979,790,7900,3381
2415,"TALCHER FU/S (INTAKE WELL OF MCL, TALCHER)",ORISSA,22,35,28.7,6.5,8.6,7.5,7,8.5,7.9,121,235,155,0.4,2.5,1.2,0.334,3,2,170,2300,855,210,4900,1362
2416,TALCHER FD/S,ORISSA,23,36,29.5,6.3,8.9,7.2,7.3,8.3,7.9,17,267,157,0.8,2.8,1.6,0.469,2.99,2,780,7900,2614,1300,7900,3664
1042,"BRAHMANI AT KAMALANGA, ORISSA",ORISSA,22,36,29.9,6.7,8.6,7.6,6.9,8.6,8,104,233,161,1.4,3,2.3,0.326,3.23,2,1100,17000,5236,2700,24000,8427
2417,"DHENKANAL D/S, DHENKANAL TOWN",ORISSA,22,34,27.6,5.7,9.1,7.5,7.3,8.4,7.8,127,247,166,0.9,2.4,1.9,0.761,2.39,1,1100,54000,9291,1400,92000,15145
1043,"BRAHMANI AT BHUBAN, ORISSA",ORISSA,20,34,28.5,6.3,9.3,7.7,7.4,8.3,7.8,119,201,148,0.6,2.2,1.4,0.463,3.44,2,790,54000,7199,490,92000,12790
2418,KABATABANDHA (BEFORE IMPACT OF INDUSTRIAL ACTIVITY IN KALINGANAGAR AREA),ORISSA,20,33,29.2,6.4,8.8,7.5,7.6,8.1,7.9,114,169,144,0.7,1.6,1.1,0.826,1.49,2,490,35000,5971,330,92000,14603
1044,"BRAHMANI AT DHARMASHALA, ORISSA",ORISSA,25,33,28.5,6.4,9.5,7.9,7.7,8.5,8,130,227,171,0.8,2.2,1.5,0.176,2.87,1,700,7900,2455,780,11000,3798
1045,"BRAHMANI AT PATTAMUNDAI, ORISSA",ORISSA,20,33,27.3,5.2,9.3,7.5,7.4,8.4,8,147,249,200,0.8,1.8,1.3,0.488,5.5,4,490,24000,4069,790,24000,5153
"WATER QUALITY OF TRIBUTARY STREAMS  KOEL, KHARASROTA, AUL - 2013",,,,,,,,,,,,,,,,,,,,,,,,,,
1036,"KOEL AT MANOHARPUR AFTER MEETING KOINA RIVER D/S,JHARKAND",JHARKHAND,,,,,,,7.4,7.7,7.6,236,390,355,0.4,1,0.7,0,10,5,,,,,,
2413,KOEL U/S (AFTER CONFLUENCE OF RIVER KARO),ORISSA,21,30,26.5,5.9,13.5,7.6,7.5,8.4,8,112,256,187,0.4,3,1.4,0.434,2.32,2,490,4900,1295,170,7000,2597
2419,KHANDITARA (D/S OF INDUSTRIAL ACTIVITIES AT KALINGA NAGAR),ORISSA,24,33,28,6,10.3,7.4,7.6,8.3,8,114,169,145,0.4,2,1.2,1.25,3.22,2,330,7900,1929,490,24000,4345
2420,AUL,ORISSA,22,31,27.5,6,7.8,7,7.2,8.3,7.9,129,228,157,0.5,2.8,1.4,0.175,2.1,1,330,13000,3601,1100,24000,7245
WATER QUALITY DATA 2013 | CPCB ENVIS ,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
WATER QUALITY OF RIVER BAITARNI AND ITS TRIBUTARY STREAM KUSEI - 2013,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
STATION CODE,LOCATIONS,STATE,TEMPERATURE ºC,D.O. (mg/l),pH,CONDUCTIVITY (µmhos/cm),B.O.D. (mg/l),NITRATE- N+ NITRITE-N (mg/l),FECAL COLIFORM (MPN/100ml),TOTAL COLIFORM (MPN/100ml),,,,,,,,,,,,,,,,
Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,,,
WATER QUALITY CRITERIA,,,> 4 mg/l,6.5-8.5,,< 3 mg/l,,< 2500 MPN/100ml,< 5000 MPN/100ml,,,,,,,,,,,,,,,,,
1081,BAITARNI AT JODA ORISSA,ORISSA,15,37,27.7,6.3,8.6,7.5,7,8.4,7.5,88,185,125,0.3,2.4,1.3,0.306,5.66,4,130,4900,2186,330,11000,4611
1082,"BAITARNI AT ANANDPUR, ORISSA",ORISSA,21,32,26.9,5.8,8.4,7.1,7.3,8.3,7.9,92,202,150,0.6,2.2,1.6,0.388,3.89,3,230,35000,6543,78,54000,10908
1083,BAITARNI AT JAJPUR ORISSA,ORISSA,26,34,28.6,6.4,8.8,7.3,7.5,8.5,8,105,232,163,1.2,2.4,2,0.304,2.3,1,1300,17000,5650,2300,54000,11920
,ESTUARINE ZONE,,,,,,,,,,,,,,,,,,,,,,,,,
1084,"BAITARNI AT CHANDBALI, ORISSA",ORISSA,22,29,26.7,4.5,7.8,6.5,7.4,8.3,7.8,111,9720,3326,0.8,2.2,1.3,0.726,2,1,400,3500,1712,940,9200,3864
1085,BAITARNI AT DHAMRA ORISSA,ORISSA,22,32,26.4,5,7.6,6.1,7,8.1,7.6,380,52170,22227,0.6,2.8,1.7,1.343,3,2.66,170,16000,4915,790,24000,8359
2421,KUSEI BEFORE JOINING WITH BAITARANI RIVER AT ANANDPUR,ORISSA,21,33,27.9,5.8,8.9,7.3,7.3,8.4,8,152,322,242,0.4,2.8,1.5,0.087,1,1,330,7900,3062,130,24000,6563
WATER QUALITY DATA 2013 | CPCB ENVIS ,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
WATER QUALITY OF RIVER SUBARNAREKHA - 2013,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
STATION CODE,LOCATIONS,STATE,TEMPERATURE ºC,D.O. (mg/l),pH,CONDUCTIVITY (µmhos/cm),B.O.D. (mg/l),NITRATE- N+ NITRITE-N (mg/l),FECAL COLIFORM (MPN/100ml),TOTAL COLIFORM (MPN/100ml),,,,,,,,,,,,,,,,
Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,,,
WATER QUALITY CRITERIA,,,> 4 mg/l,6.5-8.5,,< 3 mg/l,,< 2500 MPN/100ml,< 5000 MPN/100ml,,,,,,,,,,,,,,,,,
1641,"SUBARNAREKHA AT RAJGHAT NEAR JHARKHAND BORDER, ORISSA",ORISSA,20,29,24,6.8,8.4,7.5,7.5,8.5,8,127,349,227,0.6,1.8,1.2,0.456,3,2.33,220,4900,1898,790,13000,6083
2399,SUBARNAREKHA AT CHANDIL DAM,JHARKHAND,,,,,,,7.2,7.6,7.4,180,203,191,0.2,0.8,0.4,0,0,0,,,,,,
48,"SUBARNAREKHA AT CHANDIL BRIDGE, JHARKAND",JHARKHAND,,,,,,,7.3,7.6,7.5,190,263,234,0.3,1.2,0.7,0,0,0,,,,,,
24,"SUBARNAREKHA AT JAMSHEDPUR, JHARKHAND",JHARKHAND,,,,,,,6.6,7.8,7.2,304,394,370,2.7,3.2,2.9,0,0,0,,,,,,
49,"SUBARNAREKHA AT D/S JAMSHEDPUR,(TATA NAGAR),JHARKAND",JHARKHAND,,,,,,,7.4,7.5,7.4,275,472,390,2.8,4.2,3.5,0.1,7,3.3,,,,,,
2387,SUBAREKHA AT GHATISLA ROAD BRIDGE,JHARKHAND,,,,,,,7.2,7.6,7.4,240,360,325,0.4,1.5,0.9,0.5,4,3.2,,,,,,
WATER QUALITY DATA 2013 | CPCB ENVIS ,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
WATER QUALITY OF RIVER GODAVARI - 2013,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
STATION CODE,LOCATIONS,STATE,TEMPERATURE ºC,D.O. (mg/l),pH,CONDUCTIVITY (µmhos/cm),B.O.D. (mg/l),NITRATE- N+ NITRITE-N (mg/l),FECAL COLIFORM (MPN/100ml),TOTAL COLIFORM (MPN/100ml),,,,,,,,,,,,,,,,
Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,,,
WATER QUALITY CRITERIA,,,> 4 mg/l,6.5-8.5,,< 3 mg/l,,< 2500 MPN/100ml,< 5000 MPN/100ml,,,,,,,,,,,,,,,,,
1312,"GODAVARI AT JAYAKWADI DAM, AURNAGABAD,MAHARASHTRA",MAHARASHTRA,28,31,29.2,5.9,7,6.4,7.6,8.7,8.1,412,1443,735,2,5,3.4,1.8,2,2,2,3,3,60,90,73
2177,GODAVARI RIVER NEAR SOMESHWAR TEMPLE.,MAHARASHTRA,23,28,24.5,4.9,7,6,7.4,8.3,8,163,403,270,2.4,5,3.1,1.648,2,2,33,170,72,110,340,182
2182,GODAVARI RIVER AT SAIKHEDA.,MAHARASHTRA,23,28,25.8,4.5,6.5,5.5,7.5,8,7.8,263,507,355,2.8,5.5,4.2,8.096,10,9,21,170,59,90,210,133
2179,"GODAVARI RIVER AT HANUMAN GHAT, NASHIK CITY.",MAHARASHTRA,23,30,24.8,4.1,6.7,5.5,7.4,8.2,7.8,166,545,371,2.6,12,5.6,1.004,7,3.55,33,300,90,90,900,283
2183,GODAVARI RIVER AT NANDUR- MADMESHWAR DAM.,MAHARASHTRA,25,27,25.7,4.4,7,5.7,7.7,8.2,7.9,191,369,294,2.4,3.6,3.2,0.663,3,2.69,17,110,45,40,350,132
2181,"GODAVARI RIVER AT KAPILA- GODAVARI CONFLUENCE POINT, TAPOVAN.",MAHARASHTRA,23,30,25,2.6,6.1,4.5,7,8.2,7.5,440,655,513,3.8,22,12.6,0,4,2.3,33,350,131,110,900,320
2180,GODAVARI RIVER NEAR TAPOVAN.,MAHARASHTRA,24,29,24.8,3.9,6.5,5.2,7.3,8.2,7.7,365,576,475,2.8,18,10.3,0,4,1.9,40,300,122,140,900,343
1096,"GODAVARI AT PANCHAVATI AT RAMKUND,MAHARASHTRA",MAHARASHTRA,24,30,26.3,4.5,6.9,5.6,7.4,8,7.7,242,528,385,2.6,6,3.8,0,2,1,110,110,110,210,350,292
1211,"GODAVARI AT NASIK D/S, MAHARASHTRA",MAHARASHTRA,24,30,26.5,4.2,6.5,5.2,7.4,8.1,7.8,318,536,410,3.2,8,5.2,0,3,1.5,21,140,77,90,350,218
1095,"GODAVARI AT U/S OF GANGAPUR DAM,NASIK,MAHARASHTRA",MAHARASHTRA,24,31,26,5.7,7,6.5,7.3,8.1,7.8,158,199,178,2,3,2.5,1.073,2.03,1.99,11,33,22,22,140,74
2160,"GODAVARI RIVER AT U/S OF AURANGABAD RESERVOIR, KAIGAON TOKKA NEAR KAIGAON BRIDGE.",MAHARASHTRA,28,32,29.2,5.5,6.9,6.2,7.2,8.4,7.9,366,1091,749,2,4.2,3.5,1.5,2,1.75,2,3,2,70,90,80
2158,GODAVARI RIVER AT U/S OF PAITHAN AT PAITHAN INTAKE PUMP HOUSE AT JAYAKWADI ,MAHARASHTRA,28,32,29.5,6.1,6.7,6.4,7.8,8.1,8,512,1279,834,3,6,4.7,1.6,2,1.8,2,3,2,70,90,77
2159,GODAVARI RIVER AT D/S OF PAITHAN AT PATHEGAON BRIDGE.,MAHARASHTRA,28,32,30.2,5.6,6.8,6.2,7.5,8.2,8,536,2075,925,2,6.2,4.2,6.6,7,6.9,2,3,2,70,90,82
2161,"GODAVARI RIVER AT JALNA INTAKE WATER PUMP HOUSE, SHAHABAD.",MAHARASHTRA,22,30,26.7,5.9,7.1,6.5,7.6,8.4,8,459,943,730,3,5,4,2.5,3,2.9,2,3,2,70,90,78
12,"GODAVARI AT DHALEGAON, MAHARASHTRA",MAHARASHTRA,25,29,27.2,6,7,7,7.1,8.2,7.9,399,895,637,2.1,12,4.7,6.3,7,6.5,2,3,2,70,90,80
1209,"GODAVARI AT RAHER, MAHARASHTRA",MAHARASHTRA,24,38,29.7,5.8,6.9,6.4,7.6,8.4,8,468,987,656,3,5,3.6,1.7,2,1.8,2,3,3,60,90,82
2157,GODAVARI RIVER AT LATUR WATER INTAKE NEAR PUMP HOUSE AT DHAMEGAON.,MAHARASHTRA,20,37,26,6,7,6.6,7.8,8.4,8.1,408,866,601,2,5.2,3.2,6.3,7,6.75,2,3,2,70,90,80
2360,"GODAVARI AT BASARA, ADILABAD",ANDHRA PRADESH,26,30,28,5.2,5.8,5.5,7.8,8.4,8.1,420,1464,826,1.2,2.2,1.7,1,2,1,10,55,27,120,285,161
2361,"GODAVARI  AT MANCHERIAL, NEAR RLY BDG B/C OF RALLAVAGU",ANDHRA PRADESH,31,31,31,6.6,7.2,6.9,8.4,9.6,9,477,575,526,12,12,12,0,0,0,90,170,130,220,350,285
2362,"GODAVARI AT RAMAGUNDAM D/S, NEAR FCI INTAKE WELL, KARIMNAGAR",ANDHRA PRADESH,30,30,30,5.6,5.8,5.7,8.3,8.7,8.5,568,581,575,10,16,13,0,0,0,240,240,240,500,900,700
2363,"GODAVARI AT GODAVARIKHANI, NEAR BATHING GHAT, KARIMNAGAR",ANDHRA PRADESH,30,31,30.5,3.1,3.3,3.2,8.4,9.1,8.8,739,867,803,12,18,15,0,0,0,500,500,500,900,1600,1250
2364,"GODAVARI AT RAMAGUNDAM U/S , KARIMNAGAR",ANDHRA PRADESH,30,31,30.5,6.3,7,6.7,8.3,9.7,9,488,574,531,10,15,12.5,0,0,0,90,170,130,350,500,425
2356,"GODAVARI,  D/S OF RAMANUGUNDAM,",ANDHRA PRADESH,29,29,29,4.4,4.4,4.4,8.5,8.5,8.5,656,656,656,13,13,13,0,0,0,300,300,300,500,500,500
2365,"GODAVARI AT KAMALPUR U/S M/S AP RAYONS LTD. INTAKE WELL, WARANGAL",ANDHRA PRADESH,30,30,30,5.2,6.9,6.1,8.3,8.4,8.4,415,421,418,5,8,6.5,0,0,0,300,300,300,500,500,500
2366,"GODAVARI AT KAMALPUR D/S AT M/S. AP RAYONS LTD. DISCHARGE POINT, WARANGAL",ANDHRA PRADESH,29,30,29.5,6.5,6.7,6.6,8.2,8.2,8.2,409,433,421,4,4,4,0,0,0,280,280,280,500,900,700
13,"GODAVARI AT MANCHERIAL, A.P.",ANDHRA PRADESH,29,30,29.5,4.1,4.1,4.1,8.4,9.8,9.1,467,568,518,11,22,16.5,0,0,0,240,240,240,900,900,900
2367,"GODAVARI AT BHADRACHALAM U/S BATHING GHAT, KHAMMAM",ANDHRA PRADESH,19,21,20,5.4,6.5,6,7.5,8.6,8.1,381,528,443,0.3,0.3,0.3,0.3,1,1,2,2,2,400,900,640
2368,"GODAVARI AT BHADRACHALAM D/S BATHING GHAT, KHAMMAM",ANDHRA PRADESH,20,21,20.2,5.1,6.3,5.6,7.6,8.2,8,394,563,462,0.6,1.4,0.8,0.28,1,1,2,4,3,1200,21000,5280
2369,"GODAVARI AT BURGAMPAHAD, KHAMMAM",ANDHRA PRADESH,19,21,19.8,5.8,6.6,6.1,7.1,8.6,7.9,626,696,666,1,2,1.8,0.42,1,0.84,2,2,2,1100,1200,1160
2370,GODAVARI AT RAJAMUNDRY U/S OF NALLA CHANNEL,ANDHRA PRADESH,26,27,26.6,5.6,6.2,5.8,6.4,7.2,6.9,256,327,290,1.2,1.2,1.2,0.94,3,2.4,3,93,48,240,1100,628
14,"GODAVARI AT POLAVARAM, A.P.",ANDHRA PRADESH,27,27,27,5.6,7.4,6.2,7.5,7.8,7.7,289,518,380,1.2,1.2,1.2,1.05,2,1.56,,,,39,240,170
1218,"GODAVARI AT RAJAHMUNDRY U/S, A.P.",ANDHRA PRADESH,25,28,26.6,5.6,6.8,6.1,6.7,7.9,7.4,244,1815,480,1.2,1.6,1.3,0.82,2,1.98,3,3,3,75,1100,432
2371,GODAVARI AT RAJAMUNDRY D/S OF NALLA CHANNEL,ANDHRA PRADESH,26,27,26.8,5.8,6.2,5.9,6.8,7.4,7,225,390,315,1.2,1.2,1.2,1.07,2,1.29,3,93,23,1100,1100,1100
WATER QUALITY DATA 2013 | CPCB ENVIS ,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
"WATER QUALITY OF TRIBURATY STREAMS INDRAVATI, SHANKINI, MANJEERA, MANER, WARDHA, WAINGANGA, KOLAR, KANHAN, PURNA, NIRA, KINNERSANI, SABARI, BINDUSARA, DARNA, PENGANGA & WENA - 2013",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
STATION CODE,LOCATIONS,STATE,TEMPERATURE ºC,D.O. (mg/l),pH,CONDUCTIVITY (µmhos/cm),B.O.D. (mg/l),NITRATE- N+ NITRITE-N (mg/l),FECAL COLIFORM (MPN/100ml),TOTAL COLIFORM (MPN/100ml),,,,,,,,,,,,,,,,
Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,,,
WATER QUALITY CRITERIA,,,> 4 mg/l,6.5-8.5,,< 3 mg/l,,< 2500 MPN/100ml,< 5000 MPN/100ml,,,,,,,,,,,,,,,,,
1854,"INDRAVATI RIVER A/C DANTEWADA RIVER, NELSONNAR, DANTEWADA.",CHHATTISGARH,18,29,23.3,7.3,7.6,7.4,7.4,7.7,7.5,,,,1,1.8,1.3,0,0,0,,,,4,12,7
1856,SHANKNI RIVER A/C DANKANI RIVER DANTEWADA.,CHHATTISGARH,18,29,23.3,7.2,7.5,7.4,7.2,7.5,7.4,,,,1,2.3,1.6,0,0,0,,,,8,24,13
2673,"MANJEERA RIVER AT D/S OF LATUR, NEAR LATUR- NANDED BRIDGE AT BHATKHEDA, LATUR.",MAHARASHTRA,21,22,21.3,5.9,6.9,6.4,7.9,8.4,8.2,451,624,562,4,4,4,0.3,1,0.88,3,3,3,70,90,83
2374,RIVER MANJEERA AT GOWDICHARLA B/C WITH NAKKAVAGU,ANDHRA PRADESH,23,30,27.8,5.6,6.5,6,8.3,8.5,8.4,431,519,475,0.8,0.8,0.8,1,1,1,20,35,26,200,220,214
2375,RIVER MANJEERA AT GOWDICHARLA A/C WITH NAKKAVAGU,ANDHRA PRADESH,24,30,28.2,5,6.2,5.5,8.6,8.8,8.7,456,611,518,1,1.8,1.4,1,1,1,30,75,51,225,292,268
1157,"MANJERA AT RAIPALLU, A.P.",ANDHRA PRADESH,22,30,27.6,5.8,7,6.4,8.3,8.9,8.5,329,467,385,0.5,1,0.8,1,1,1,10,45,29,120,195,157
1891,MANJEERA AT D/S IN INTAKE POINT TO BIDAR CITY,KARNATAKA,25,30,27.4,6.5,8.5,7.2,7.8,8.4,8.1,200,578,466,2,4,2.5,0.63,1,0.85,240,1600,759,900,1600,1320
1215,"MANER AT WARANGAL U/S, A.P.",ANDHRA PRADESH,,,,,,,,,,,,,,,,,,,,,,,,
1158,"MANER AT SOMNAPALLI, A.P.",ANDHRA PRADESH,29,29,29,4.1,4.1,4.1,8.3,8.3,8.3,450,450,450,12,12,12,0,0,0,170,170,170,500,500,500
2719,"WARDHA RIVER AT D/S OF ERAI RIVER, HADASTI, CHANDRAPUR.",MAHARASHTRA,18,22,18.7,4.3,6.7,5.5,8.1,8.8,8.3,526,1430,777,5.2,14,10,10.75,11,11,30,140,102,70,220,165
2720,"WARDHA RIVER AT U/S OF ERAI RIVER, HADASTI, CHANDRAPUR.",MAHARASHTRA,20,22,20.3,5.6,6.9,6.4,8,8.7,8.3,510,1402,729,5.6,8,6.8,9.95,10,10,17,110,66,30,130,102
2721,"WARDHA RIVER AT U/S OF ACC GHUGGUS, CHANDRAPUR.",MAHARASHTRA,18,22,18.7,5.3,7.2,6.2,7.2,8.4,8.1,358,1220,669,6,7.8,7,9.08,9.98,9.55,30,70,58,80,110,92
2174,WARDHA RIVER D/S OF ACC GHUGGUS.,MAHARASHTRA,18,22,18.7,4.9,6.3,5.7,7.6,8.3,8.1,450,1382,737,7.8,12.5,10.1,1.54,2,1.78,50,110,88,110,170,145
2156,WARDHA RIVER AT CONFLUENCE POINT OF PENGANGA & WARDHA AT JUAD.,MAHARASHTRA,19,22,19.5,4.1,7.4,5.8,8,8.7,8.3,488,1360,758,5.2,14,8.1,9.72,10,9.98,30,80,52,4,170,99
1212,"WARDHA AT RAJURA BRIDGE, MAHARASHTRA",MAHARASHTRA,18,22,18.7,4.3,6.1,5.3,7.7,8.5,8.1,514,1626,923,6,10,8.4,9.85,11,10.89,50,140,90,70,220,147
1213,"WAINGANGA AT BALAGHAT, M.P.",MADHYA PRADESH,19,28,23.2,7.4,7.6,7.5,7.2,8.2,7.5,340,560,435,1.2,2,1.8,0.44,2,1.69,4,4,4,7,150,43
1214,"WAINGANGA AT CHINDWARA, M.P.",MADHYA PRADESH,19,24,21.3,7.4,7.8,7.5,7.1,8.3,7.6,366,695,475,2,7.6,3.3,0.2,3.33,2.25,23,75,49,11,240,91
3330,"WAINGANGA AT CHHAPARA, NEAR W/S INTAKE POINT, JABALPUR",MADHYA PRADESH,19,25,21.3,6.8,7.6,7.3,7.1,8.4,7.5,266,612,422,1,3.4,2.2,1.66,2,1.89,3,39,13,6,240,69
1910,WAINGANGA AFTER CONLUENCE WITH KANHAN,MAHARASHTRA,20,29.5,23.9,4,7,5.4,7.9,8.5,8.2,482,790,600,5.8,15,10,9.72,10,9.89,80,500,193,150,500,295
2173,WAINGANGA RIVER U/S OF ELLORA PAPER MILL.,MAHARASHTRA,19,28,23.2,4.8,6.4,5.7,7.6,8.5,8.1,314,618,471,4.8,8,6.7,0.26,2,1.67,30,140,83,50,280,138
2172,WAINGANGA RIVER D/S OF ELLORA PAPER MILL.,MAHARASHTRA,19,28,24.9,5,6.5,5.7,7.1,8.5,8.1,322,692,500,5.6,11,8.6,0.67,2,1,20,280,115,90,360,213
2175,"WAINGANGA U/S OF GAURAV PAPER MILLS, NEAR JACKWELL.",MAHARASHTRA,18,22,18.7,5.2,7.1,6.1,6.8,8.4,8.1,472,1370,707,4.8,7.8,6.7,10.98,11,11,40,140,103,60,270,177
2176,"WAINGANGA D/S OF GAURAV PAPER MILLS, NEAR JACKWELL.",MAHARASHTRA,18,22,18.7,5,6.5,5.6,6.8,8.5,8.1,510,1540,776,6.5,14,10.1,10.1,10,10,80,240,158,140,500,267
11,"WAINGANGA AT ASHTI, MAHARASHTRA",MAHARASHTRA,18,22,18.7,5.4,6.7,6,8.1,8.6,8.3,476,1410,732,4.8,8,6.7,9.87,10,10,70,170,97,130,240,172
1908,KOLAR BEFORE CONFLUENCE TO KANHAN AT KAMPTEE,MAHARASHTRA,20,26,22,4.4,6.5,5.6,7.5,8.7,8.2,440,888,609,5.2,8,7,0.775,4,3.44,70,240,142,90,350,275
3312,"KANHAN AT CHINDWARA BEFORE MIXING BOREGAON GROWTH CENTRE NALLA, JABALPUR",MADHYA PRADESH,18,26,22.4,6.9,7.8,7.5,7.1,7.6,7.3,323,586,455,1.3,4.6,2.6,0.62,1,1,4,43,19,11,460,112
1909,KANHAN D/S OF NAGPUR,MAHARASHTRA,20,29,22.2,4.2,6.8,5.5,7.7,8.7,8.2,490,810,630,6,8.4,7.2,0.915,1,0.92,30,130,80,90,300,188
2170,"KANHAN RIVER U/S OF M/S VIDHARBHA PAPER MILL, SINORA.",MAHARASHTRA,24,26,24.7,5.5,7,5.9,8,8.7,8.4,410,782,570,5.4,8,7,2.22,6,4.58,22,60,39,60,180,93
2171,"KANHAN RIVER D/S OF M/S VIDHARBHA PAPER MILL, SINORA.",MAHARASHTRA,20,26,23,4.3,5.9,5.1,7.8,8.9,8.3,478,810,634,7.2,12,10.6,1.66,6,4.46,50,80,67,70,210,130
1913,PURNA AT DHUPESHWAR,MAHARASHTRA,28,38,33,5.5,5.8,5.7,8.2,8.9,8.6,37,782,477,4.6,8.2,6.6,9.91,10,10,80,170,128,110,300,255
2700,"PURNA RIVER NEAR ACHALPUR-AMRAVATI ROAD BRIDGE, ASEGAON, CHANDUR BAZAR, AMRAVATI",MAHARASHTRA,20,26,23.3,5.1,6,5.6,8.4,8.7,8.5,492,910,638,7,8.4,7.4,3.51,4,3.79,90,280,195,140,900,428
1315,"NIRA AT PULGAON COTTON MILL, WARDHA, MAHARASHTRA",MAHARASHTRA,19,23,21.5,4.5,6.4,5.4,7.9,8.5,8.1,534,994,764,6.4,13,8.6,1.08,1.09,1,30,170,73,70,500,190
2372,"KINNERASANI A/C OF KTPS ASH POND EFFLUENTS, KHAMMAM",ANDHRA PRADESH,19,21,19.8,5.8,7.2,6.3,7.7,8.6,8.1,443,608,496,0.2,0.5,0.4,0.36,1,0.59,2,2,2,700,1200,1020
2373,"SABARI AT KUNAVARAM, KHAMMAM",ANDHRA PRADESH,20,22,20.4,6.8,7.9,7.3,7.1,8,7.5,118,168,136,,,,0,0,0,2,2,2,200,400,240
2657,"BINDUSARA RIVER AT BEED NEAR INTAKE WATER PUMP HOUSE AT DAM, PALIGAON, BEED",MAHARASHTRA,22,27,24.5,6.2,6.7,6.5,7.9,8.2,8.1,440,476,458,4,4,4,0,0,0,2,3,3,80,90,85
2660,"DARNA RIVER AT CHEHEDI PUMPING STATION, NASHIK.",MAHARASHTRA,24,30,25.6,4.8,7,6,7.3,8.3,7.8,230,374,302,2.6,4.2,3.2,1.416,2,1.78,17,70,34,70,210,126
2661,"DARNA RIVER AT ASWALI ( DARNA DAM), IGATPURI, NASHIK",MAHARASHTRA,25,29,26.7,4,6.7,5.7,7.6,8.5,8,161,866,324,2.6,6.5,3.7,1.783,7,4.59,22,33,26,70,110,90
2662,"DARNA RIVER AT MES SITE PUMPING STATION, BHAGUR, NASHIK.",MAHARASHTRA,25,28,26.7,5,7,6.1,7.7,8.5,8,180,629,292,2,5,3.1,1.975,2,2,21,34,29,70,110,83
2663,"DARNA RIVER AT BHAGUR PUMPING STATION NEAR PANDHURLI BRIDGE, BHAGUR, NASHIK.",MAHARASHTRA,26,28,27,5.9,6.9,6.3,7.7,8.5,7.9,179,527,286,2.4,4,3,1.868,2,2,16,34,25,60,110,85
2664,"DARNA RIVER AT SANSARI, NASHIK.",MAHARASHTRA,24,27,26.2,4.6,7,5.7,7.5,8.4,7.9,227,465,344,2.6,6,3.8,7.805,8.29,8,16,40,29,90,110,97
