WATER QUALITY DATA 2012 | CPCB ENVIS,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
WATER QUALITY OF RIVER BEAS - 2012,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
STATION CODE,LOCATIONS,STATE,TEMPERATURE ºC,D.O. (mg/l),pH,CONDUCTIVITY (µmhos/cm),B.O.D. (mg/l),NITRATE- N+ NITRITE-N (mg/l),FECAL COLIFORM (MPN/100ml),TOTAL COLIFORM (MPN/100ml),,,,,,,,,,,,,,,,
2710,"TITUR RIVER, D/S OF CHALISGAON, JALGOAN.",MAHARASHTRA,33,36,34,6.1,6.8,6.4,7.3,8.8,8.1,799,7700,3124,3,4.5,3.8,0.102,19.9,10,11,50,25,34,100,58
2718,"WAGHUR RIVER, AT- SAKEGAON BEFORE, CONFLUENCE WITH TAPI RIVER, JALGAON.",MAHARASHTRA,33,36,34,6.1,6.6,6.3,7.3,8.8,8.1,850,1000,907,3,4,3.7,0,2.36,0.82,9,22,17,27,60,46
,,,,,,,,,,,,,,,,,,,,,,,,,,
WATER QUALITY OF RIVER MAHANADI - 2012,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
STATION CODE,LOCATIONS,STATE,TEMPERATURE ºC,D.O. (mg/l),pH,CONDUCTIVITY (µmhos/cm),B.O.D. (mg/l),NITRATE- N+ NITRITE-N (mg/l),FECAL COLIFORM (MPN/100ml),TOTAL COLIFORM (MPN/100ml),,,,,,,,,,,,,,,,
Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,,,
WATER QUALITY CRITERIA,,,> 4 mg/l,6.5-8.5,,< 3 mg/l,,< 2500 MPN/100ml,< 5000 MPN/100ml,,,,,,,,,,,,,,,,,
1851,MAHANADI AT SIHAWA,CHHATTISGARH,22,34,28,7.8,9.4,8.4,7.5,7.7,7.6,126,302,192,0.6,3.2,1.3,0.4,5.4,2,,,,11,350,82
1264,MAHANADI AT RUDRI U/S AT DHAMTORI RESERVOIR,CHHATTISGARH,23,33,28,7.6,8.6,8.1,7.3,7.9,7.6,190,497,259,1,3.5,2,1.3,4.9,2.56,,,,14,900,218
1099,MAHANADI AT U/S OF RAJIM,CHHATTISGARH,20,38,30,7.5,8.6,7.9,7.4,7.8,7.5,167,390,269,1.6,3.8,2.2,1.1,5.1,2.31,,,,26,900,148
1852,"MAHANADI AT ARRANG, RAIPUR",CHHATTISGARH,21,32,28,7.2,8.4,7.9,7.8,7.8,7.8,235,434,289,1.6,3.8,2.5,1.1,5.15,2.61,,,,11,500,136
1100,MAHANADI AT KHARAD,CHHATTISGARH,20,33,27,6,7.5,6.7,7.5,7.5,7.5,196,477,270,,,,0.06,1.6,1.31,,,,14,120,52
1282,MAHANADI AT SHEORINARAYAN,CHHATTISGARH,20,30,27,5.6,6.5,6.1,7.5,7.5,7.5,312,470,366,,,,1.24,2.36,1.74,,,,20,28,23
1467,MAHANADI A/C WITH RIVER MAND,CHHATTISGARH,20,32,28,6.3,7.8,7.1,7.5,7.5,7.5,203,333,237,,,,0.05,1.7,1.17,,,,15,126,41
1101,MAHANADI AT INTERSTATE BOUNDRY ,CHHATTISGARH,22,30,26,6.9,7.4,7.2,7.4,7.6,7.5,31,311,267,1,1,1,1.17,1.29,1.22,,,,39,460,166
1281,MAHANADI AT HIRAKUD RSVR,ORISSA,20,33,27,6.2,8.3,7.3,7.3,8.3,7.9,134,220,179,1,1.8,1.3,0.05,2,0.74,130,1500,678,310,2400,1243
1270,MAHANADI AT SAMBALPUR U/S,ORISSA,20,34,27,7.1,9.7,7.8,7.7,8.3,8,137,206,180,1.1,2.4,1.6,0.07,1.84,0.54,330,16000,2326,700,16000,3608
1271,MAHANADI AT SAMBALPUR D/S,ORISSA,21,35,27,4,8.9,6.9,7.4,8.4,8,151,250,196,1.7,4.9,2.8,0.08,3.91,0.94,1300,200000,45775,3500,200000,64042
2405,SAMBHALPUR FDS AT HUMA,ORISSA,22,32,28,6.1,8.9,7.3,6.9,8.4,8,144,212,185,1,3,1.8,0.04,2.92,0.72,580,17000,8857,840,35000,15395
1272,MAHANADI D/S (A/C R. SONG SONEPUR U/S),ORISSA,22,36,29,7.1,9.6,8,0.2,8.3,7.3,136,237,186,0.9,2.3,1.5,0.12,2.12,0.57,130,2200,833,170,3500,1749
1274,MAHANADI A/C WITH R.TEL (SONEPUR D/S),ORISSA,22,36,29,5.5,9.6,7.7,7.6,8.4,8.1,187,252,209,1.4,2.6,2,0.07,1.22,0.45,140,2400,1158,270,5400,2588
1275,MAHANADI AT TIKARPADA,ORISSA,22,32,28,7.3,9.6,8.3,6.9,8.4,7.8,127,206,181,1,1.8,1.4,0.04,1.49,0.42,170,2800,1149,460,5400,2393
1276,MAHANADI AT NARSINGHPUR,ORISSA,22,34,28,6.3,9.4,8,7.7,8.4,8.1,145,285,199,0.5,1.9,1.3,0.1,1.52,0.41,490,4600,1876,1100,9400,3567
1277,MAHANADI AT CUTTACK U/S,ORISSA,23,40,29,7,10.3,8.2,7.4,8.3,8.1,141,281,189,1,2,1.5,0.05,1.11,0.32,140,9200,2004,470,11000,3256
1278,MAHANADI AT CUTTACK D/S,ORISSA,24,39,30,6.8,9.1,7.7,6.8,8.4,8,142,246,189,1.6,3.9,2.5,0.02,0.95,0.38,13000,92000,32583,24000,200000,55417
2409,CUTTACK FDS (SERUA) AT SANKHATRASA,ORISSA,21,38,29,5.9,11.9,7.9,7,8.4,8,148,243,196,1.4,3.6,2.5,0.05,1.12,0.42,7900,92000,21558,11000,200000,41333
2406,MUNDALI(WATER INTAKE POINT OF BHUBANESWAR CITY,ORISSA,21,35,27,6.6,8.9,7.9,7.4,8.4,8.1,153,221,181,0.4,2.4,1.4,0.1,0.84,0.34,130,5400,1965,330,9200,3629
2404,POWER CHANNEL D/S NEAR BURLA,ORISSA,20,31,27,5.6,8.5,7.1,7.5,8.4,8,122,219,174,1.2,2,1.7,0.04,1.68,0.45,80,1300,324,170,2800,888
,ESTUARINE ZONE,,,,,,,,,,,,,,,,,,,,,,,,,
2407,PARADEEP U/S (BEFORE INDL ACTIVITY AT PARADEEP),ORISSA,22,35,30,6.3,8.9,7.7,7.3,8.4,8,155,18660,6572,0.8,2.6,1.5,0.36,1.75,0.81,330,13000,3223,2100,22000,6217
1639,MAHANADI AT PARADEEPD/S,ORISSA,22,37,29,5.7,8.5,7.3,7.6,8.4,8.1,617,39030,18179,0.7,3.7,2.2,0.05,2.13,0.86,790,7000,2408,790,11000,4283
,,,,,,,,,,,,,,,,,,,,,,,,,,
"WATER QUALITY OF TRIBUTARY STREAMS SEONATH, KHAROON, HASDEO, ARPA, KELO, IB, BHEDEN, KUAKHAI, DAYA, KATHAJODI, SANKHA, TEL & BIRUPA  - 2012",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
STATION CODE,LOCATIONS,STATE,TEMPERATURE ºC,D.O. (mg/l),pH,CONDUCTIVITY (µmhos/cm),B.O.D. (mg/l),NITRATE- N+ NITRITE-N (mg/l),FECAL COLIFORM (MPN/100ml),TOTAL COLIFORM (MPN/100ml),,,,,,,,,,,,,,,,
Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,,,
WATER QUALITY CRITERIA,,,> 4 mg/l,6.5-8.5,,< 3 mg/l,,< 2500 MPN/100ml,< 5000 MPN/100ml,,,,,,,,,,,,,,,,,
1107,SEONATH AT U/S RAJNANDGAON,CHHATTISGARH,19,33,27,6.9,8,7.4,7.3,7.7,7.5,321,331,327,1.3,2.2,1.6,0.28,0.6,0.41,,,,120,2400,795
1845,RIVER SHEONATH AT DURG,CHHATTISGARH,20,30,26,6.7,7.6,7.1,7.4,7.6,7.5,316,331,325,1,1.8,1.4,0.28,0.39,0.33,,,,120,2400,720
1266,SEONATH AT SHIMGA A/C WITH R. KHAROON,CHHATTISGARH,23,33,28,7.4,8.1,7.7,7.3,7.6,7.5,110,515,286,2.6,3.9,3,1.5,92,21.32,,,,33,240,123
3166,"SHEONATH AT JHINGHRI VILLAGE, A/C OF SAMODA NALLA",CHHATTISGARH,23,33,27,6.6,8,7.3,7.3,7.6,7.4,327,334,331,1.8,2.5,2.1,0.41,0.64,0.51,,,,150,2400,883
3167,"SHEONATH AT RAJNANDGAON, D/S AT MOHAD, RAJNANDGAON",CHHATTISGARH,24,33,27,6.5,8.1,7.2,7.3,7.6,7.5,323,335,330,1.4,2.3,1.8,0.34,1.2,0.49,,,,150,2400,877
1265,KHAROON AT RAIPUR U/S,CHHATTISGARH,21,30,27,7.4,8.7,8.1,7.5,7.9,7.6,190,470,303,1,3.4,1.9,0.7,5.3,2.4,,,,21,350,111
1847,"KHAROON B/C KHAPRI DRAIN, DURG, RAIPUR ROAD BRIDGE",CHHATTISGARH,20,31,26,6.8,7.9,7.2,7.2,7.5,7.4,325,332,327,1.6,1.8,1.7,0.23,0.52,0.36,,,,120,2400,720
1846,KHAROON A/C KHAPRI DRAIN,CHHATTISGARH,20,30,25,6.7,7.7,7,7.3,7.6,7.4,325,338,330,1.6,2,1.8,0.4,0.59,0.46,,,,150,2400,750
1853,"KHAROON RIVER BUNDRI, RAIPUR",CHHATTISGARH,24,36,30,7.2,7.9,7.5,7.5,7.9,7.7,231,497,308,1.4,3.4,2,1.1,5.4,2.64,,,,22,300,96
1105,HASDEO AT U/S KORBA,CHHATTISGARH,25,28,26,3.8,7.2,6.2,7.2,7.3,7.2,,,,0.8,2.4,1.4,0.96,1.8,1.21,,,,40,90,61
1106,HASDEO AT U/S OF CHAMPA,CHHATTISGARH,23,33,28,6.5,8,7.1,7,8,7.5,178,382,260,,,,0.01,2.06,1.55,,,,8,118,53
3165,"HASDEO 100 METER D/S A/C OF DENGUR NALLAH NERA C.S.E.B. EAST GUEST HOUSE, KORBA",CHHATTISGARH,25,28,26,4,5.4,4.8,7.1,7.2,7.2,,,,1.8,3.2,2.3,1.08,1.58,1.33,,,,60,120,78
3168,"D/S OF HASDEO RIVER NR URGA, KORBA",CHHATTISGARH,25,28,26,3.8,5.4,4.6,7.2,7.3,7.2,,,,2,3.6,2.8,1.1,1.78,1.45,,,,70,160,99
1848,ARPA RIVER D/S OF BILASPUR,CHHATTISGARH,29,32,31,5.6,6.4,6,7.5,8,7.8,208,238,223,,,,1.3,1.52,1.41,,,,2400,2400,2400
1849,KELO RIVER U/S OF RAIGARH,CHHATTISGARH,22,30,26,6.9,7.3,7.1,7.4,7.6,7.5,254,310,287,1.1,1.1,1.1,1.19,1.27,1.23,,,,64,460,186
1850,KELO RIVER D/S OF RAIGARH,CHHATTISGARH,22,30,26,4.2,7.2,6.8,7.6,7.8,7.7,252,346,301,2.4,2.4,2.4,1.21,1.31,1.26,,,,120,460,253
1267,IB AT SUNDARGARH,ORISSA,21,35,29,7.1,9,7.9,7.2,8.2,7.7,121,198,144,1,2.2,1.5,0.03,2.84,0.38,330,2200,982,790,5400,2241
1268,IB AT JHARSUGUDA (INTAKE),ORISSA,22,35,29,6.7,8.8,7.7,6.9,8.4,7.8,118,196,147,0.5,2.2,1.4,0.01,1.76,0.31,230,9200,1970,790,16000,3609
1300,IB AT  RAJ NAGAR U/S,ORISSA,22,36,29,7.2,9.1,8,7,8.3,7.6,122,220,154,0.6,1.8,1.3,0.02,1.77,0.61,230,1700,1052,330,2800,1676
1269,IB AT BRAJRAJNAGAR D/S,ORISSA,22,36,29,6.8,8.9,7.7,6.9,8.4,7.8,122,225,163,0.8,2.3,1.6,0.04,2.7,0.63,330,3500,1673,490,5400,3191
2403,BHEDEN RIVER B/C WITH IB RIVER,ORISSA,20,32,27,6.4,10,7.9,7.1,8.2,7.8,119,495,252,1.3,2.3,1.7,0.03,1.19,0.38,220,1400,662,490,3500,1456
1279,KUAKHAI AT BHUBANESWAR U/S,ORISSA,25,37,30,3.9,7.7,6.8,7.2,8.4,7.9,179,217,195,1.4,3.4,2.4,0.27,2.34,0.88,700,11000,4073,1700,17000,7225
1280,KUAKHAI AT BHUBANESWAR D/S,ORISSA,24,38,29,4.4,7.8,6.5,7,8.4,7.8,176,379,244,3,6,4.3,0.19,7.85,2.17,4600,54000,20100,7000,200000,40783
2410,DAYA AT BHUBANESWAR FU/S,ORISSA,25,37,30,6.4,10.3,7.9,7.2,8.4,7.9,157,211,186,0.8,2.3,1.6,0.01,1.92,0.44,130,1300,578,400,2400,1162
2411,DAYA AT BHUBANESWAR FD/S ( 2 KM A/C OF GANGUA NALLAH WITH RIVER DAYA),ORISSA,24,38,30,3.9,7.8,6.5,7,8.3,7.7,180,373,238,1.4,4.1,3.1,0.11,9.11,2.19,4300,54000,15683,5800,200000,32458
1301,KATHAJODI AT CUTTACK D/S,ORISSA,25,38,29,6.1,8.3,7.2,6.9,8.4,8,140,400,218,1.5,4.4,3.4,0.05,2.53,0.56,14000,92000,51417,28000,200000,90333
2412,SANKHA U/S(D/S MANDIRA DAM),ORISSA,23,32,27,6.5,9.2,7.7,6.9,8.1,7.8,101,226,147,0.9,2.1,1.5,0.04,1.85,0.38,210,3500,939,490,5400,2235
2408,TEL,ORISSA,22,36,29,6.1,9.1,7.8,7.2,8.4,8,152,252,195,0.9,2.3,1.6,0.01,2.34,0.5,78,2800,950,170,5400,1858
1640,BIRUPA AT CHOUDWAR,ORISSA,22,35,29,6.1,16.2,8.7,7.3,8.4,8.1,145,242,195,0.7,2.1,1.6,0.08,4.87,1.06,700,5400,2174,1700,9200,4467
,,,,,,,,,,,,,,,,,,,,,,,,,,
"WATER QUALITY OF RIVER BRAHMANI AND ITS TRIBUTARY STREAMS KOEL, KHARASROTA, AUL,SANKH & KARO  - 2012",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
STATION CODE,LOCATIONS,STATE,TEMPERATURE ºC,D.O. (mg/l),pH,CONDUCTIVITY (µmhos/cm),B.O.D. (mg/l),NITRATE- N+ NITRITE-N (mg/l),FECAL COLIFORM (MPN/100ml),TOTAL COLIFORM (MPN/100ml),,,,,,,,,,,,,,,,
Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,,,
WATER QUALITY CRITERIA,,,> 4 mg/l,6.5-8.5,,< 3 mg/l,,< 2500 MPN/100ml,< 5000 MPN/100ml,,,,,,,,,,,,,,,,,
1037,BRAHMANI AT U/S PANPOSH,ORISSA,23,33,27,5,8.7,7.4,7,8.3,7.9,107,206,149,1,6.3,2.1,0.092,0.5,0.3,1300,9200,3192,2100,16000,6075
1038,BRAHMANI AT D/S PANPOSH,ORISSA,22,32,27,5.2,9.2,6.7,6.8,8.3,7.7,170,363,278,2.4,5.6,4,0.2,9.4,5.17,7900,54000,23983,17000,92000,42333
1302,BRAHMANI AT ROURKELA D/S,ORISSA,24,33,28,5.2,8.6,7.1,7.2,8.1,7.7,171,338,236,2,4.4,3.2,0.45,6.37,2.99,2200,54000,16800,3900,92000,33025
2414,ROURKELA FDS AT BIRITOLA,ORISSA,23,35,29,6.9,9.1,8.1,7.4,8.2,7.9,113,335,192,1.2,3,2.3,0.38,3.11,1.51,790,7900,3958,2400,13000,7342
1039,BRAHMANI AT BONAIGARH,ORISSA,23,36,29,7.1,11.5,8.2,7,8.4,7.8,131,226,181,0.8,2,1.3,0.23,2.09,1.11,45,5400,1399,130,9200,2841
1040,BRAHMANI AT RENGALI,ORISSA,24,36,30,0.3,9.9,7.5,6.8,8.3,7.7,99,180,137,1,2.6,1.3,0.06,2.01,0.47,20,2400,963,78,9200,2506
1041,BRAHMANI AT SAMAL,ORISSA,24,35,29,6.6,8.7,7.7,7.2,8.4,7.8,112,196,140,1.1,2.2,1.5,0.06,1.01,0.48,45,5400,1310,170,9200,2784
1303,BRAHMANI AT TALCHER U/S,ORISSA,20,36,28,7,8.7,7.7,7.2,8.5,8.1,123,204,153,0.9,2.8,1.7,0.01,0.87,0.35,330,3500,1342,790,9200,2924
2415,"TALCHER FU/S (INTAKE WELL OF MCL, TALCHER)",ORISSA,19,37,28,6.9,8.6,7.7,6.8,8.4,7.8,111,198,140,0.9,2,1.4,0.11,1.63,0.45,170,2400,588,460,5400,1240
2416,TALCHER FD/S,ORISSA,20,35,28,6.7,8.8,7.6,6.4,8.4,7.8,116,208,171,1.2,2.3,1.8,0.01,9.67,1.01,700,11000,4250,1700,22000,7700
1042,BRAHMANI AT KAMALANGA,ORISSA,21,36,29,6,10,7.8,7.3,8.3,7.9,110,231,169,1.3,2.6,2.1,0.02,1.16,0.42,3300,24000,10575,7000,54000,20183
2417,"DHENKANAL D/S, DHENKANAL ",ORISSA,25,35,30,7,9.6,7.9,7.1,8.4,7.9,111,196,156,0.6,2.4,1.6,0.06,1.49,0.44,1700,92000,14517,3300,200000,26733
1043,BRAHMANI AT BHUBAN,ORISSA,25,37,29,6.3,10.2,8,7.2,8.2,7.8,114,193,147,1,2,1.4,0.07,3.48,0.83,330,7000,1831,780,9400,3398
2418,KABATABANDHA (BEF IMPACT OF INDL ACTIVITY IN KALINGANAGAR),ORISSA,25,33,29,6.1,9.1,7.5,7.4,8.4,7.9,114,195,152,0.8,2.4,1.5,0.05,4.21,0.91,230,54000,6017,790,92000,10574
1044,BRAHMANI AT DHARMASHALA,ORISSA,19,32,27,2.1,9.8,7.3,7.1,8.3,7.9,115,194,148,0.6,2,1.4,0.07,2.37,0.59,460,17000,3271,1100,28000,6033
1045,BRAHMANI AT PATTAMUNDAI,ORISSA,25,34,29,7.1,10.4,8,6.6,8.4,7.8,132,292,196,0.8,7,2,0.06,2.29,0.57,490,5400,2223,790,9200,4683
"WATER QUALITY OF TRIBUTARY STREAMS KOEL, KHARASROTA, AUL,SANKH & KARO  - 2012",,,,,,,,,,,,,,,,,,,,,,,,,,
1036,KOEL AT MANOHARPUR AFTER MEETING KOINA RIVER D/S,JHARKHAND,18,30,27,7.2,8.2,7.8,7.3,7.6,7.5,146,197,168,0.4,1,0.8,0,8.11,4.95,,,,,,
2413,KOEL U/S (A/C OF RIVER KARO),ORISSA,23,35,28,5.5,9.6,7.4,6.9,8.4,7.8,126,239,174,0.6,2.2,1.6,0.06,2.15,0.53,230,3500,1448,700,9200,3837
1033,"KOEL AT BASIA,DAM U/S",JHARKHAND,21,35,29,6.4,8.4,7.3,6,7.4,6.4,163,373,283,0.6,1.5,1.2,,,,110,230,144,750,1200,900
2376,NORTH KOEL U/S DALTANGANJ,JHARKHAND,21,31,27,6.6,8,7.2,6,7,6.5,280,490,427,0.7,2.4,1.6,,,,90,300,151,640,1500,913
2377,"NORTH KOEL D/S BCCL, REHLA",JHARKHAND,21,31,27,6.6,8.2,7.3,6.2,7,6.4,267,832,487,0.9,2.4,1.8,,,,90,280,224,640,1500,1367
2419,KHANDITARA (D/S OF INDUSTRIAL ACTIVITIES AT KALINGA NAGAR),ORISSA,20,32,28,6.6,12.8,8,6.9,8.4,7.8,110,203,140,1,2.8,1.7,0.05,1.66,0.43,790,5400,1668,1700,9200,3133
2420,AUL,ORISSA,25,35,29,6.5,8.5,7.5,7.6,8.3,8,122,218,157,1.1,2.8,1.7,0.11,2.93,0.94,220,7000,2218,790,11000,3816
1034,SANKH AT BOLBA,JHARKHAND,20,34,28,6.2,8.5,7.3,6,7.2,6.5,155,392,296,0.7,1.7,1.2,,,,90,150,122,640,930,786
1035,KARO AT LOHOJIMI U/S,JHARKHAND,19,30,26,6.2,7.9,7.2,6,7,6.4,153,415,291,0.4,1.4,1,,,,150,280,220,1200,1500,1300
,,,,,,,,,,,,,,,,,,,,,,,,,,
WATER QUALITY OF RIVER BAITARNI AND ITS TRIBUTARY STREAM KUSEI - 2012,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
STATION CODE,LOCATIONS,STATE,TEMPERATURE ºC,D.O. (mg/l),pH,CONDUCTIVITY (µmhos/cm),B.O.D. (mg/l),NITRATE- N+ NITRITE-N (mg/l),FECAL COLIFORM (MPN/100ml),TOTAL COLIFORM (MPN/100ml),,,,,,,,,,,,,,,,
Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,,,
WATER QUALITY CRITERIA,,,> 4 mg/l,6.5-8.5,,< 3 mg/l,,< 2500 MPN/100ml,< 5000 MPN/100ml,,,,,,,,,,,,,,,,,
1081,BAITARNI AT JODA,ORISSA,21,35,28,6.5,8.8,7.7,7.2,8.3,7.8,93,162,120,0.9,2.2,1.5,0.08,5.88,1.09,330,3500,1563,790,9200,3428
1082,BAITARNI AT ANANDPUR,ORISSA,26,34,29,6.3,10.2,7.8,7.3,8.2,7.8,111,221,150,0.8,1.9,1.3,0.04,2.49,0.64,490,5400,2853,1100,9200,5283
1083,BAITARNI AT JAJPUR,ORISSA,20,31,27,5.6,9.9,7.3,7.2,8.3,7.7,119,381,170,1.3,2.8,1.9,0.08,4.61,1.06,700,11000,4775,1700,17000,8983
,ESTUARINE ZONE,,,,,,,,,,,,,,,,,,,,,,,,,
1084,BAITARNI AT CHANDBALI,ORISSA,19,37,28,5.8,8.7,7.3,7.4,8.4,7.8,269,18460,4961,0.3,2.3,1.4,0.16,2.23,0.88,1100,9200,2958,2100,16000,6433
1085,BAITARNI AT DHAMRA,ORISSA,21,35,29,5.9,8.3,7.2,7.1,8.1,7.7,885,42560,19838,0.6,2.7,1.5,0.17,1.71,0.74,130,2800,1080,230,9200,2589
WATER QUALITY OF TRIBUTARY STREAM KUSEI - 2012,,,,,,,,,,,,,,,,,,,,,,,,,,
2421,KUSEI BEFORE JOINING WITH BAITARANI RIVER AT ANANDPUR,ORISSA,26,34,29,6.7,9.1,8,7.6,8.5,8.1,180,291,245,0.6,2.5,1.3,0.03,7.65,1.04,210,5400,1680,630,9200,3951
,,,,,,,,,,,,,,,,,,,,,,,,,,
WATER QUALITY OF RIVER SUBARNAREKHA - 2012,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
STATION CODE,LOCATIONS,STATE,TEMPERATURE ºC,D.O. (mg/l),pH,CONDUCTIVITY (µmhos/cm),B.O.D. (mg/l),NITRATE- N+ NITRITE-N (mg/l),FECAL COLIFORM (MPN/100ml),TOTAL COLIFORM (MPN/100ml),,,,,,,,,,,,,,,,
Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,,,
WATER QUALITY CRITERIA,,,> 4 mg/l,6.5-8.5,,< 3 mg/l,,< 2500 MPN/100ml,< 5000 MPN/100ml,,,,,,,,,,,,,,,,,
1641,SUBARNAREKHA AT RAJGHAT NEAR BIHAR BORDER,ORISSA,18,26,23,7.2,8.2,7.7,7.4,8.5,8,151,290,234,0.4,2.1,1.3,0.04,1.46,0.51,1100,54000,8100,1700,92000,15758
2399,SUBARNAREKHA AT CHANDIL DAM,JHARKHAND,19,34,26,7,8.6,7.9,7,7.8,7.4,150,202,167,0.3,0.9,0.6,0,6.8,4.72,,,,,,
48,SUBARNAREKHA AT CHANDIL BRIDGE,JHARKHAND,19,34,26,7.7,8.4,8,7.2,7.8,7.4,138,225,168,0.3,1.1,0.8,0,6.8,4.83,,,,,,
24,SUBARNAREKHA AT JAMSHEDPUR,JHARKHAND,20,32,27,6.6,8.2,7.4,7,7.8,7.3,162,264,180,1.4,2.9,2.3,0,9.36,7.13,,,,,,
49,"SUBARNAREKHA AT D/S JAMSHEDPUR,(TATA NAGAR)",JHARKHAND,19,33,28,6,7.8,7,7,8,7.5,150,252,178,2.2,3.2,2.8,0,8.72,5.77,,,,,,
2387,SUBARNAREKHA AT GHATISLA ROAD BRIDGE,JHARKHAND,20,35,27,7.2,8.4,8,6.9,8.5,7.5,148,231,169,0.3,1.4,0.7,0,8.62,4.75,,,,,,
23,"SUBARNAREKHA AT RANCHI, (TATISILWAI)",JHARKHAND,22,38,29,6.4,8.4,7.6,6,7.8,6.7,247,1211,506,2.4,4,3.1,,,,150,280,223,930,1500,1303
2385,SUBARNAREKHA AT NAMKUM ROAD BRIDGE,JHARKHAND,20,34,29,5.6,8.2,7,6,7.2,6.5,157,670,383,4,8,5.4,,,,150,250,223,930,1500,1278
2386,SUBARNAREKHA AT MURI ROAD BRIDGE,JHARKHAND,18,37,28,5.8,8.2,7.2,6,7,6.4,150,500,333,1.2,1.8,1.5,,,,200,250,229,1200,1500,1375
2395,SUBARNAREKHA AT HATIA DAM,JHARKHAND,19,32,27,6.6,8.4,7.2,6,7.2,6.5,83,134,103,0.8,1.9,1.2,,,,90,230,133,640,1200,811
2397,SUBARNAREKHA AT GATALSUD DAM,JHARKHAND,20,39,30,0.8,8.6,7,6,7.8,6.6,227,373,284,0.5,1.5,1,,,,90,230,169,640,1500,998
,,,,,,,,,,,,,,,,,,,,,,,,,,
WATER QUALITY OF RIVER GODAVARI - 2012,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
STATION CODE,LOCATIONS,STATE,TEMPERATURE ºC,D.O. (mg/l),pH,CONDUCTIVITY (µmhos/cm),B.O.D. (mg/l),NITRATE- N+ NITRITE-N (mg/l),FECAL COLIFORM (MPN/100ml),TOTAL COLIFORM (MPN/100ml),,,,,,,,,,,,,,,,
Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,,,
WATER QUALITY CRITERIA,,,> 4 mg/l,6.5-8.5,,< 3 mg/l,,< 2500 MPN/100ml,< 5000 MPN/100ml,,,,,,,,,,,,,,,,,
1312,"GODAVARI AT JAYAKWADI DAM, AURNAGABAD",MAHARASHTRA,20,38,28,5.6,7.6,6.7,8,9.2,8.5,433,1278,590,2.8,5.8,4,0,1.28,0.33,2,2,2,60,110,78
2177,GODAVARI NR SOMESHWAR TEMPLE.,MAHARASHTRA,21,28,24,5.1,7,5.8,7,8.1,7.6,181,503,285,3,6,5.1,0.12,25.01,5.98,11,50,21,27,110,61
2182,GODAVARI RIVER AT SAIKHEDA.,MAHARASHTRA,22,26,24,4.7,53,9.7,6.9,7.9,7.4,180,725,318,3,14,4.9,0,15.68,5.34,11,33,18,27,90,47
2179,"GODAVARI RIVER AT HANUMAN GHAT, NASHIK CITY.",MAHARASHTRA,21,26,24,2.4,6.4,5.1,6.5,8,7.3,191,690,439,4,18,6.9,0.02,18.3,5.41,21,170,46,60,500,149
2183,GODAVARI RIVER AT NANDUR- MADMESHWAR DAM.,MAHARASHTRA,20,27,25,1.5,6.6,5.7,6.9,8.7,7.5,210,490,312,3,20,5.5,0,15.05,5.14,9,26,15,25,110,47
2181,"GODAVARI RIVER AT KAPILA- GODAVARI CONFL. PT, TAPOVAN.",MAHARASHTRA,23,28,25,1.1,6.3,4.1,7,8.1,7.4,243,786,523,4,40,12,0.09,37.08,13.71,11,220,62,50,500,158
2180,GODAVARI NEAR TAPOVAN.,MAHARASHTRA,22,27,24,2.3,6.8,4.7,6.9,8.1,7.5,115,604,426,4,28,8.9,0.09,21.73,7.09,22,350,67,100,900,202
1096,GODAVARI AT PANCHAVATI RAMKUND,MAHARASHTRA,21,25,24,3.2,6.3,5.1,6.8,8.1,7.4,231,758,407,4,10,6.1,0,16.44,5.39,21,110,39,40,350,134
